Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.41     0.00        1     0.00     0.00  std::_Hashtable<std::type_index, std::pair<std::type_index const, int>, std::allocator<std::pair<std::type_index const, int> >, std::__detail::_Select1st, std::equal_to<std::type_index>, std::hash<std::type_index>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable()
  0.00      1.41     0.00        1     0.00     2.50  std::_Hashtable<std::type_index, std::pair<std::type_index const, int>, std::allocator<std::pair<std::type_index const, int> >, std::__detail::_Select1st, std::equal_to<std::type_index>, std::hash<std::type_index>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable()
  0.00      1.41     0.00        1     0.00     0.00  std::_Hashtable<int, std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, std::allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear()
  0.00      1.41     0.00        1     0.00     0.00  std::_Hashtable<int, std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, std::allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable()
  0.00      1.41     0.00        1     0.00     0.00  std::_Hashtable<int, std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > >, std::allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable()
  0.00      1.41     0.00        1     0.00     0.00  std::_Head_base<0ul, ape::Sprite*, false>::_M_head(std::_Head_base<0ul, ape::Sprite*, false> const&)
  0.00      1.41     0.00        1     0.00     0.00  std::_Head_base<0ul, ape::Sprite*, false>::_Head_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Head_base<0ul, ape::Transform*, false>::_M_head(std::_Head_base<0ul, ape::Transform*, false> const&)
  0.00      1.41     0.00        1     0.00     0.00  std::_Head_base<0ul, ape::Transform*, false>::_Head_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<ape::Sprite>, true>::_M_head(std::_Head_base<1ul, std::default_delete<ape::Sprite>, true>&)
  0.00      1.41     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<ape::Sprite>, true>::_Head_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<ape::Transform>, true>::_M_head(std::_Head_base<1ul, std::default_delete<ape::Transform>, true>&)
  0.00      1.41     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<ape::Transform>, true>::_Head_base()
  0.00      1.41     0.00        1     0.00     0.00  std::enable_if<std::__and_<std::__and_<std::is_convertible<std::unique_ptr<ape::Sprite, std::default_delete<ape::Sprite> >::pointer, ape::BaseComponent*>, std::__not_<std::is_array<ape::Sprite> >, std::__or_<std::__and_<std::is_reference<std::default_delete<ape::BaseComponent> >, std::is_same<std::default_delete<ape::BaseComponent>, std::default_delete<ape::Sprite> > >, std::__and_<std::__not_<std::is_reference<std::default_delete<ape::BaseComponent> > >, std::is_convertible<std::default_delete<ape::Sprite>, std::default_delete<ape::BaseComponent> > > > >, std::is_assignable<std::default_delete<ape::BaseComponent>&, std::default_delete<ape::Sprite>&&> >::value, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> >&>::type std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> >::operator=<ape::Sprite, std::default_delete<ape::Sprite> >(std::unique_ptr<ape::Sprite, std::default_delete<ape::Sprite> >&&)
  0.00      1.41     0.00        1     0.00     0.00  std::enable_if<std::__and_<std::__and_<std::is_convertible<std::unique_ptr<ape::Transform, std::default_delete<ape::Transform> >::pointer, ape::BaseComponent*>, std::__not_<std::is_array<ape::Transform> >, std::__or_<std::__and_<std::is_reference<std::default_delete<ape::BaseComponent> >, std::is_same<std::default_delete<ape::BaseComponent>, std::default_delete<ape::Transform> > >, std::__and_<std::__not_<std::is_reference<std::default_delete<ape::BaseComponent> > >, std::is_convertible<std::default_delete<ape::Transform>, std::default_delete<ape::BaseComponent> > > > >, std::is_assignable<std::default_delete<ape::BaseComponent>&, std::default_delete<ape::Transform>&&> >::value, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> >&>::type std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> >::operator=<ape::Transform, std::default_delete<ape::Transform> >(std::unique_ptr<ape::Transform, std::default_delete<ape::Transform> >&&)
  0.00      1.41     0.00        1     0.00     0.00  std::unique_ptr<ape::Sprite, std::default_delete<ape::Sprite> >::get_deleter()
  0.00      1.41     0.00        1     0.00     0.00  std::unique_ptr<ape::Sprite, std::default_delete<ape::Sprite> >::release()
  0.00      1.41     0.00        1     0.00     0.00  std::unique_ptr<ape::Sprite, std::default_delete<ape::Sprite> >::unique_ptr(ape::Sprite*)
  0.00      1.41     0.00        1     0.00     0.00  std::unique_ptr<ape::Sprite, std::default_delete<ape::Sprite> >::~unique_ptr()
  0.00      1.41     0.00        1     0.00     0.00  std::unique_ptr<ape::Transform, std::default_delete<ape::Transform> >::get_deleter()
  0.00      1.41     0.00        1     0.00     0.00  std::unique_ptr<ape::Transform, std::default_delete<ape::Transform> >::release()
  0.00      1.41     0.00        1     0.00     0.00  std::unique_ptr<ape::Transform, std::default_delete<ape::Transform> >::unique_ptr(ape::Transform*)
  0.00      1.41     0.00        1     0.00     0.00  std::unique_ptr<ape::Transform, std::default_delete<ape::Transform> >::~unique_ptr()
  0.00      1.41     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, ape::Sprite*, std::default_delete<ape::Sprite> >::_M_head(std::_Tuple_impl<0ul, ape::Sprite*, std::default_delete<ape::Sprite> > const&)
  0.00      1.41     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, ape::Sprite*, std::default_delete<ape::Sprite> >::_Tuple_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, ape::Transform*, std::default_delete<ape::Transform> >::_M_head(std::_Tuple_impl<0ul, ape::Transform*, std::default_delete<ape::Transform> > const&)
  0.00      1.41     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, ape::Transform*, std::default_delete<ape::Transform> >::_Tuple_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<ape::Sprite> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<ape::Sprite> >&)
  0.00      1.41     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<ape::Sprite> >::_Tuple_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<ape::Transform> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<ape::Transform> >&)
  0.00      1.41     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<ape::Transform> >::_Tuple_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::__hash_base<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::__hash_base()
  0.00      1.41     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<ape::World::TagComponent*>(ape::World::TagComponent*, ape::World::TagComponent*)
  0.00      1.41     0.00        1     0.00     0.00  void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > > >(__gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >)
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_Vector_impl::_Vector_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_Vector_impl::~_Vector_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_Vector_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::~_Vector_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::_Vector_impl::_Vector_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::_Vector_impl::~_Vector_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::_M_deallocate(ape::World::TagComponent*, unsigned long)
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::_M_get_Tp_allocator()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::_Vector_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::~_Vector_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_Vector_impl::_Vector_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_Vector_impl::~_Vector_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_Vector_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::~_Vector_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_Vector_impl::_Vector_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_Vector_impl::~_Vector_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_Vector_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::~_Vector_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<std::function<void (ape::Vec2i)>, std::allocator<std::function<void (ape::Vec2i)> > >::_M_allocate(unsigned long)
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_M_allocate(unsigned long)
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_Vector_impl::_Vector_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_Vector_impl::~_Vector_impl()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::_Vector_base()
  0.00      1.41     0.00        1     0.00     0.00  std::_Vector_base<std::function<void (int)>, std::allocator<std::function<void (int)> > >::~_Vector_base()
  0.00      1.41     0.00        1     0.00     0.00  std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::unordered_map()
  0.00      1.41     0.00        1     0.00     0.00  std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::~unordered_map()
  0.00      1.41     0.00        1     0.00     0.00  std::unordered_map<std::type_index, int, std::hash<std::type_index>, std::equal_to<std::type_index>, std::allocator<std::pair<std::type_index const, int> > >::unordered_map()
  0.00      1.41     0.00        1     0.00     2.50  std::unordered_map<std::type_index, int, std::hash<std::type_index>, std::equal_to<std::type_index>, std::allocator<std::pair<std::type_index const, int> > >::~unordered_map()
  0.00      1.41     0.00        1     0.00     0.00  std::unordered_map<int, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> >, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > > >::unordered_map()
  0.00      1.41     0.00        1     0.00     0.00  std::unordered_map<int, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> >, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::unique_ptr<ape::BaseComponent, std::default_delete<ape::BaseComponent> > > > >::~unordered_map()
